vehicle_type,make,model,year,vehicle_age_years,mileage,fuel_type,transmission,engine_size_cc,severity_level,symptoms,symptom_count,probable_cause,repair_type,estimated_cost_min_mad,estimated_cost_max_mad
car,Ford,Ranger,2020,4,165304,hybrid,manual,1000,high,"heater not working, poor fuel consumption",2,Thermostat valve failure,Replace thermostat,966,1718
moto,Yamaha,FZ6,2007,17,138266,hybrid,manual,700,high,"engine wont start suddenly, engine knocking noise",2,Timing belt wear,Replace timing belt,3484,6165
car,Hyundai,Santa Fe,2011,13,85564,diesel,manual,1400,medium,"failed emissions test, poor fuel consumption, check engine light on, black smoke from exhaust",4,O2 sensor contamination,Replace oxygen sensor,1073,1968
truck,Mercedes,A-Class,2018,6,45689,petrol,manual,3000,medium,"low oil level warning, oil burning smell, oil stain under car, blue smoke from exhaust",4,Valve cover gasket leak,Fix oil leak,1199,2249
car,Kia,Sportage,2008,16,159458,hybrid,automatic,2200,medium,coolant puddle under car,1,Radiator pinhole leak,Fix coolant leak,1129,2071
moto,Yamaha,FZ6,2012,12,235230,hybrid,automatic,600,high,"battery drains while driving, alternator warning light",2,Alternator belt wear,Replace alternator,3298,5773
car,BMW,X3,2005,19,170910,diesel,automatic,1800,high,"poor fuel consumption, fuel smell in cabin, engine hesitation on acceleration",3,Clogged fuel injector,Replace fuel injectors,2864,5442
truck,Isuzu,Forward,2006,18,181954,hybrid,automatic,6000,high,"oil stain under car, low oil level warning, blue smoke from exhaust, oil burning smell",4,Oil pan seal failure,Fix oil leak,2038,3822
car,Peugeot,206,2017,7,80850,diesel,manual,1200,high,oil stain under car,1,Valve cover gasket leak,Fix oil leak,1731,3246
car,Hyundai,i30,2005,19,18485,hybrid,automatic,1800,high,oil stain under car,1,Valve cover gasket leak,Fix oil leak,1668,3127
bus,Volvo,9700,2021,3,297791,petrol,automatic,6000,medium,"suspension noise, excessive bouncing after bump, uneven tire wear",3,Worn shock absorbers,Replace shock absorbers,2315,3999
car,Peugeot,Expert,2021,3,319221,diesel,automatic,2000,low,AC weak airflow,1,Low refrigerant,Refill AC refrigerant,440,807
car,Hyundai,i20,2011,13,15322,hybrid,automatic,1800,low,"car does not start, battery warning light, dim headlights",3,Battery cell failure,Replace battery,667,1112
car,Renault,Clio,2010,14,201030,diesel,manual,1800,high,visible radiator leak,1,Radiator corrosion,Replace radiator,3602,6095
moto,Yamaha,NMAX,2020,4,320176,hybrid,automatic,400,medium,"AC blows warm air, AC weak airflow",2,Low refrigerant,Refill AC refrigerant,625,1146
car,Mercedes,E-Class,2015,9,326424,diesel,manual,2200,critical,"squeaking brakes, brake pedal vibration, suspension noise, brake pedal soft",4,Brake pad degradation,Replace brake pads,2288,4195
truck,Isuzu,NQR,2023,1,330552,hybrid,automatic,3000,medium,"rough idle, poor fuel consumption, fuel smell in cabin",3,Clogged fuel injector,Replace fuel injectors,1892,3596
car,Mercedes,Vito,2013,11,157486,petrol,automatic,2200,low,"nose dive when braking, excessive bouncing after bump, uneven tire wear",3,Shock absorber oil leak,Replace shock absorbers,1686,2912
car,Hyundai,i10,2005,19,142764,diesel,automatic,1400,medium,grinding noise when shifting,1,Gearbox synchronizer failure,Repair gearbox,6876,12770
car,Dacia,Logan,2024,0,76274,hybrid,automatic,1800,high,ticking noise from engine top,1,Timing belt wear,Replace timing belt,2356,4168
bus,Isuzu,NQR,2007,17,253869,diesel,automatic,6000,medium,"suspension noise, clunking noise when turning, front end wandering, steering wheel vibration",4,Ball joint socket failure,Replace ball joint,1865,3265
car,Dacia,Sandero,2009,15,107935,petrol,automatic,1800,medium,"squeaking brakes, brake pedal vibration",2,Brake pad degradation,Replace brake pads,1098,2013
car,Volkswagen,Polo,2006,18,349140,diesel,automatic,1400,low,"AC not cooling, AC blows warm air",2,Low refrigerant,Refill AC refrigerant,568,1041
car,Dacia,Dokker,2013,11,219442,diesel,manual,1000,medium,"battery warning light, difficulty starting, dim headlights",3,Dead battery,Replace battery,1146,1911
truck,Isuzu,N-Series,2006,18,306293,hybrid,manual,3000,high,"rough idle at startup, engine misfires",2,Fouled spark plugs,Replace spark plugs,903,1806
moto,Honda,Forza,2011,13,16203,petrol,manual,125,high,engine hesitation on acceleration,1,Clogged fuel injector,Replace fuel injectors,1919,3646
car,Kia,Sportage,2019,5,174896,hybrid,automatic,1400,critical,battery warning light,1,Battery cell failure,Replace battery,1813,3022
moto,Honda,CBR600,2022,2,311990,diesel,manual,700,low,"battery warning light, battery drains while driving, alternator warning light, electrical accessories failing",4,Alternator belt wear,Replace alternator,1735,3036
truck,Ford,Kuga,2020,4,115844,hybrid,manual,6000,high,"hard to start when cold, poor fuel consumption, rough idle at startup",3,Fouled spark plugs,Replace spark plugs,640,1281
car,Toyota,Hilux,2013,11,202347,hybrid,manual,1200,high,"grinding noise when shifting, gear pops out",2,Gearbox bearing wear,Repair gearbox,9073,16851
moto,Honda,CRF,2022,2,222664,diesel,automatic,600,low,"steering wheel vibration, clunking noise when turning, suspension noise",3,Ball joint socket failure,Replace ball joint,1135,1986
moto,Honda,PCX,2024,0,117749,diesel,automatic,600,medium,"engine overheating, visible radiator leak, coolant overflow, coolant loss",4,Radiator corrosion,Replace radiator,1920,3250
truck,Isuzu,NQR,2014,10,304909,hybrid,manual,5000,critical,"burning smell, AC compressor noise",2,Compressor clutch wear,Replace AC compressor,9997,17994
car,Volkswagen,Polo,2021,3,290035,petrol,manual,1200,critical,"battery warning light, car does not start, difficulty starting",3,Dead battery,Replace battery,1876,3128
car,Mercedes,E-Class,2007,17,185645,hybrid,manual,1000,medium,"burning smell, uneven brake wear, car pulls to one side when braking",3,Caliper hydraulic leak,Replace brake caliper,1905,3430
truck,Mercedes,E-Class,2009,15,99987,diesel,manual,3500,high,"nose dive when braking, excessive bouncing after bump",2,Shock absorber oil leak,Replace shock absorbers,2374,4100
truck,Mercedes,E-Class,2020,4,311965,diesel,manual,6000,critical,"grinding brake noise, brake vibration at high speed",2,Disc surface wear,Replace brake discs,3924,6541
car,Dacia,Sandero,2015,9,216655,diesel,manual,1400,high,"steering wheel vibration, brake vibration at high speed, brake pedal vibration, grinding brake noise",4,Disc surface wear,Replace brake discs,3058,5096
car,Toyota,Yaris,2017,7,347966,petrol,automatic,1600,high,"AC not cooling, AC weak airflow",2,Low refrigerant,Refill AC refrigerant,893,1638
moto,Yamaha,R3,2015,9,334267,diesel,automatic,400,low,"electrical accessories failing, alternator warning light, battery warning light, battery drains while driving",4,Alternator belt wear,Replace alternator,1918,3357
moto,Yamaha,XT660,2021,3,217442,petrol,automatic,600,medium,"suspension noise, front end wandering, steering wheel vibration, clunking noise when turning",4,Ball joint wear,Replace ball joint,1509,2642
car,Mercedes,Vito,2012,12,31057,hybrid,automatic,1200,high,"transmission jerking, gear pops out",2,Gearbox bearing wear,Repair gearbox,6975,12955
car,Kia,Rio,2012,12,281361,diesel,manual,1800,high,AC compressor noise,1,Compressor clutch wear,Replace AC compressor,7273,13092
moto,Yamaha,MT-07,2021,3,86163,hybrid,automatic,125,high,"engine hesitation on acceleration, fuel smell in cabin",2,Injector seal failure,Replace fuel injectors,1885,3582
moto,Yamaha,NMAX,2009,15,56191,hybrid,automatic,600,medium,"car does not start, difficulty starting, dim headlights",3,Dead battery,Replace battery,981,1635
car,Hyundai,Tucson,2007,17,225156,diesel,automatic,1000,low,clutch slipping,1,Clutch pressure plate failure,Replace clutch kit,3475,6081
moto,Honda,CBR600,2013,11,321909,petrol,automatic,600,medium,uneven brake wear,1,Seized caliper,Replace brake caliper,2333,4200
car,Hyundai,Santa Fe,2016,8,103693,diesel,manual,1600,medium,"engine overheating, coolant loss, coolant overflow, visible radiator leak",4,Radiator corrosion,Replace radiator,2131,3606
car,Renault,Megane,2005,19,184211,diesel,automatic,1400,high,"dim headlights, battery warning light",2,Dead battery,Replace battery,1530,2551
car,Renault,Clio,2019,5,43377,diesel,manual,2200,low,"electrical accessories failing, battery drains while driving",2,Alternator belt wear,Replace alternator,1369,2397
car,Hyundai,Tucson,2005,19,277035,petrol,automatic,1800,high,"grinding brake noise, steering wheel vibration",2,Disc surface wear,Replace brake discs,3900,6500
car,Ford,Fiesta,2016,8,121783,petrol,automatic,1800,low,"engine overheating, coolant puddle under car",2,Radiator pinhole leak,Fix coolant leak,774,1419
car,Volkswagen,Golf,2015,9,69239,petrol,automatic,1000,low,"brake pedal soft, squeaking brakes",2,Worn brake pads,Replace brake pads,724,1327
car,Toyota,RAV4,2011,13,96902,petrol,automatic,1600,medium,"AC weak airflow, AC not cooling, AC blows warm air",3,AC gas leak,Refill AC refrigerant,557,1022
car,Ford,Transit,2018,6,15729,diesel,automatic,1000,critical,"coolant level dropping, sweet smell from engine, coolant puddle under car",3,Cracked coolant hose,Fix coolant leak,1383,2536
car,Ford,Fiesta,2024,0,155352,petrol,manual,2200,medium,"battery drains while driving, battery warning light, alternator warning light, electrical accessories failing",4,Alternator failure,Replace alternator,2100,3676
truck,Isuzu,Forward,2024,0,209593,petrol,automatic,5000,medium,"hard to start when cold, rough idle at startup, engine misfires, poor fuel consumption",4,Spark plug electrode wear,Replace spark plugs,490,980
bus,Mercedes,Sprinter,2023,1,157924,hybrid,manual,5000,low,"oil stain under car, oil burning smell",2,Valve cover gasket leak,Fix oil leak,950,1782
truck,Isuzu,NPR,2016,8,345401,diesel,automatic,4000,low,rough idle at startup,1,Fouled spark plugs,Replace spark plugs,496,993
car,Dacia,Lodgy,2014,10,220167,hybrid,automatic,2500,critical,AC weak airflow,1,Low refrigerant,Refill AC refrigerant,971,1781
truck,Ford,Transit,2017,7,92948,petrol,manual,3000,medium,"AC clutch not engaging, AC compressor noise, burning smell",3,Compressor clutch wear,Replace AC compressor,4325,7785
truck,Ford,Fiesta,2020,4,174684,petrol,manual,4000,medium,"low oil level warning, blue smoke from exhaust, oil stain under car, oil burning smell",4,Oil pan seal failure,Fix oil leak,1461,2740
car,Dacia,Sandero,2021,3,332354,diesel,automatic,2200,high,"clunking noise when turning, steering wheel vibration, front end wandering, suspension noise",4,Ball joint socket failure,Replace ball joint,2329,4075
car,Toyota,Land Cruiser,2006,18,40185,petrol,automatic,2000,medium,"white smoke from exhaust, rough idle, milky oil on dipstick",3,Overheating damage to gasket,Replace head gasket,6307,11037
car,Kia,Rio,2005,19,24836,hybrid,automatic,1800,low,"suspension noise, squeaking brakes, brake pedal soft, brake pedal vibration",4,Worn brake pads,Replace brake pads,753,1380
moto,Yamaha,MT-07,2009,15,286360,hybrid,automatic,125,high,rough idle at startup,1,Spark plug electrode wear,Replace spark plugs,915,1830
car,Dacia,Lodgy,2015,9,79334,petrol,manual,1000,low,"blue smoke from exhaust, oil burning smell",2,Valve cover gasket leak,Fix oil leak,1083,2031
truck,Mercedes,Sprinter,2012,12,192498,diesel,manual,3000,critical,"gear pops out, transmission jerking, grinding noise when shifting, gear slipping",4,Gearbox synchronizer failure,Repair gearbox,12417,23060
bus,Volvo,FM,2021,3,166311,hybrid,manual,5000,low,"AC clutch not engaging, AC compressor noise",2,AC compressor failure,Replace AC compressor,3139,5651
moto,Honda,CB500,2022,2,272352,diesel,automatic,125,high,"poor fuel consumption, failed emissions test",2,Failed O2 sensor,Replace oxygen sensor,1563,2866
car,Dacia,Lodgy,2011,13,9451,hybrid,manual,1800,medium,battery warning light,1,Battery cell failure,Replace battery,940,1567
car,Ford,Fiesta,2013,11,114984,diesel,manual,1600,high,battery drains while driving,1,Alternator belt wear,Replace alternator,2931,5130
bus,Isuzu,NQR,2011,13,231631,petrol,automatic,6000,medium,nose dive when braking,1,Shock absorber oil leak,Replace shock absorbers,2125,3672
car,Toyota,RAV4,2013,11,251145,petrol,manual,2000,critical,"sweet smell from engine, coolant puddle under car",2,Cracked coolant hose,Fix coolant leak,2076,3807
moto,Yamaha,NMAX,2014,10,9315,diesel,automatic,600,low,"AC clutch not engaging, AC not cooling, AC compressor noise",3,Compressor clutch wear,Replace AC compressor,2922,5260
car,BMW,X3,2009,15,306630,petrol,automatic,1800,medium,"steering wheel vibration, clunking noise when turning, suspension noise",3,Ball joint wear,Replace ball joint,1802,3154
car,Volkswagen,Golf,2006,18,79635,petrol,automatic,1400,high,"electrical accessories failing, battery drains while driving",2,Alternator failure,Replace alternator,2922,5114
car,Mercedes,Sprinter,2012,12,43029,diesel,manual,1000,low,"poor fuel consumption, heater not working",2,Thermostat valve failure,Replace thermostat,515,915
bus,Volvo,FMX,2019,5,229377,petrol,automatic,5000,high,"difficulty starting, battery warning light, dim headlights",3,Dead battery,Replace battery,1538,2564
car,Mercedes,Vito,2018,6,260841,diesel,automatic,1400,medium,"failed emissions test, poor fuel consumption, check engine light on",3,Failed O2 sensor,Replace oxygen sensor,1171,2146
bus,Mercedes,Sprinter,2014,10,214319,diesel,automatic,7000,critical,"excessive bouncing after bump, nose dive when braking",2,Worn shock absorbers,Replace shock absorbers,3964,6847
car,Kia,Picanto,2012,12,191223,diesel,automatic,1600,medium,"poor fuel consumption, engine misfires, rough idle at startup, hard to start when cold",4,Fouled spark plugs,Replace spark plugs,619,1239
moto,Yamaha,R3,2021,3,35314,hybrid,manual,250,low,"engine misfires, poor fuel consumption",2,Spark plug electrode wear,Replace spark plugs,335,671
truck,Ford,Kuga,2021,3,137864,diesel,automatic,3500,medium,"uneven brake wear, car pulls to one side when braking",2,Seized caliper,Replace brake caliper,1734,3121
bus,Mercedes,A-Class,2023,1,293904,hybrid,manual,7000,low,"AC not cooling, AC blows warm air, AC weak airflow",3,AC gas leak,Refill AC refrigerant,421,773
car,Volkswagen,Caddy,2016,8,78069,hybrid,manual,1400,medium,"clutch slipping, burning smell when changing gears, clutch hard to press, clutch pedal spongy",4,Worn clutch disc,Replace clutch kit,3300,5775
car,BMW,Serie 5,2008,16,73278,petrol,manual,2000,medium,gear slipping,1,Gearbox bearing wear,Repair gearbox,5790,10754
car,Renault,Clio,2022,2,256115,hybrid,manual,1400,medium,"suspension noise, front end wandering",2,Ball joint wear,Replace ball joint,1580,2766
truck,Ford,Ranger,2022,2,73094,diesel,manual,6000,high,"clutch hard to press, burning smell when changing gears, clutch slipping",3,Clutch pressure plate failure,Replace clutch kit,4010,7019
car,Dacia,Sandero,2007,17,303859,diesel,automatic,2000,high,"heater not working, poor fuel consumption, engine slow to warm up",3,Stuck thermostat,Replace thermostat,1336,2375
moto,Honda,Forza,2010,14,331600,diesel,automatic,125,critical,"engine wont start suddenly, ticking noise from engine top",2,Timing belt wear,Replace timing belt,5003,8851
truck,Isuzu,Forward,2009,15,149380,petrol,automatic,6000,high,"rough idle, white smoke from exhaust, milky oil on dipstick",3,Overheating damage to gasket,Replace head gasket,9880,17290
moto,Honda,Forza,2015,9,147742,petrol,automatic,400,high,nose dive when braking,1,Worn shock absorbers,Replace shock absorbers,2648,4574
car,Peugeot,206,2005,19,158351,hybrid,automatic,1600,critical,"brake pedal soft, brake pedal vibration",2,Worn brake pads,Replace brake pads,1897,3479
truck,Mercedes,Sprinter,2018,6,49268,diesel,manual,3000,low,"ticking noise from engine top, engine knocking noise, engine wont start suddenly, loss of power",4,Timing belt wear,Replace timing belt,1566,2771
moto,Yamaha,R3,2023,1,338164,petrol,manual,125,medium,"coolant loss, milky oil on dipstick",2,Blown head gasket,Replace head gasket,7991,13984
truck,Ford,Ranger,2005,19,85670,diesel,manual,3000,medium,"failed emissions test, check engine light on",2,O2 sensor contamination,Replace oxygen sensor,1114,2043
moto,Honda,CBR600,2021,3,295041,diesel,automatic,600,medium,"gear slipping, grinding noise when shifting, transmission jerking, gear pops out",4,Gearbox bearing wear,Repair gearbox,6499,12069
moto,Yamaha,XT660,2008,16,61612,hybrid,manual,400,high,"coolant level dropping, sweet smell from engine, coolant puddle under car, engine overheating",4,Cracked coolant hose,Fix coolant leak,1357,2488
truck,Ford,Ranger,2019,5,332607,diesel,manual,3000,medium,engine misfires,1,Spark plug electrode wear,Replace spark plugs,625,1250
car,Toyota,Hilux,2005,19,151779,diesel,manual,1800,medium,"AC blows warm air, AC not cooling",2,AC gas leak,Refill AC refrigerant,642,1177
moto,Yamaha,XT660,2007,17,81894,hybrid,automatic,125,low,hard to start when cold,1,Spark plug electrode wear,Replace spark plugs,425,851
bus,Mercedes,E-Class,2005,19,128711,diesel,automatic,7000,critical,gear pops out,1,Gearbox bearing wear,Repair gearbox,11869,22043
car,Peugeot,Expert,2021,3,137404,diesel,manual,1200,medium,"heater not working, engine slow to warm up, engine overheating",3,Thermostat valve failure,Replace thermostat,776,1379
moto,Honda,CB500,2017,7,309779,diesel,automatic,250,critical,"electrical accessories failing, battery drains while driving, alternator warning light",3,Alternator failure,Replace alternator,4540,7946
moto,Yamaha,MT-07,2007,17,298356,hybrid,automatic,400,low,"poor fuel consumption, black smoke from exhaust, check engine light on, failed emissions test",4,Failed O2 sensor,Replace oxygen sensor,1063,1949
car,Hyundai,Tucson,2011,13,86263,hybrid,automatic,1600,high,"car does not start, battery warning light",2,Battery cell failure,Replace battery,1366,2277
moto,Yamaha,FZ6,2008,16,249919,hybrid,automatic,400,medium,"engine misfires, rough idle at startup, hard to start when cold, poor fuel consumption",4,Fouled spark plugs,Replace spark plugs,650,1301
moto,Honda,PCX,2005,19,34046,diesel,manual,600,high,"brake vibration at high speed, steering wheel vibration, brake pedal vibration, grinding brake noise",4,Disc surface wear,Replace brake discs,2527,4211
car,Mercedes,E-Class,2015,9,151705,petrol,automatic,2000,low,"engine hesitation on acceleration, fuel smell in cabin, rough idle",3,Injector seal failure,Replace fuel injectors,1470,2793
truck,Isuzu,NQR,2014,10,211084,petrol,manual,3000,high,"oil burning smell, oil stain under car, low oil level warning",3,Oil pan seal failure,Fix oil leak,2013,3775
car,Volkswagen,Polo,2015,9,34648,hybrid,manual,1600,medium,"coolant loss, milky oil on dipstick",2,Overheating damage to gasket,Replace head gasket,6250,10937
car,Renault,Symbol,2016,8,103438,diesel,automatic,1000,medium,"rough idle at startup, engine misfires, poor fuel consumption",3,Spark plug electrode wear,Replace spark plugs,491,982
moto,Yamaha,FZ6,2009,15,113233,diesel,automatic,700,medium,"battery drains while driving, alternator warning light",2,Alternator belt wear,Replace alternator,2317,4055
moto,Yamaha,XT660,2016,8,135057,diesel,automatic,400,critical,"nose dive when braking, excessive bouncing after bump",2,Shock absorber oil leak,Replace shock absorbers,2996,5175
car,Peugeot,Partner,2007,17,32835,diesel,manual,1000,medium,"engine wont start suddenly, ticking noise from engine top",2,Timing belt tensioner failure,Replace timing belt,2141,3789
moto,Honda,PCX,2009,15,163955,hybrid,manual,400,medium,"clutch hard to press, burning smell when changing gears, clutch slipping",3,Clutch pressure plate failure,Replace clutch kit,4037,7065
moto,Honda,PCX,2014,10,143934,hybrid,manual,250,critical,alternator warning light,1,Alternator failure,Replace alternator,3543,6200
car,Volkswagen,Polo,2010,14,79876,hybrid,manual,1000,high,"poor fuel consumption, engine slow to warm up, heater not working, engine overheating",4,Stuck thermostat,Replace thermostat,974,1733
bus,Volvo,9700,2022,2,193686,diesel,automatic,7000,high,"engine misfires, rough idle at startup",2,Spark plug electrode wear,Replace spark plugs,677,1354
truck,Ford,Ranger,2024,0,295693,hybrid,automatic,3000,medium,"engine overheating, poor fuel consumption, engine slow to warm up",3,Thermostat valve failure,Replace thermostat,859,1527
truck,Mercedes,Sprinter,2017,7,52459,hybrid,manual,3500,low,"AC clutch not engaging, AC not cooling",2,Compressor clutch wear,Replace AC compressor,2996,5392
car,Hyundai,Tucson,2019,5,55729,petrol,manual,1800,medium,check engine light on,1,O2 sensor contamination,Replace oxygen sensor,969,1778
car,Dacia,Sandero,2023,1,119159,diesel,automatic,1600,low,"poor fuel consumption, heater not working, engine slow to warm up",3,Stuck thermostat,Replace thermostat,556,988
truck,Ford,Ranger,2010,14,85721,petrol,manual,6000,high,"clutch slipping, clutch pedal spongy",2,Worn clutch disc,Replace clutch kit,4565,7988
bus,Mercedes,A-Class,2009,15,121753,petrol,manual,7000,medium,"squeaking brakes, brake pedal soft",2,Brake pad degradation,Replace brake pads,1051,1928
moto,Yamaha,NMAX,2019,5,186175,hybrid,automatic,600,high,"suspension noise, squeaking brakes, brake pedal soft",3,Brake pad degradation,Replace brake pads,1528,2802
moto,Honda,PCX,2017,7,6748,diesel,manual,400,low,"battery warning light, alternator warning light, battery drains while driving, electrical accessories failing",4,Alternator failure,Replace alternator,1270,2222
car,Dacia,Duster,2024,0,68500,diesel,manual,1200,high,"rough idle, white smoke from exhaust, engine overheating, milky oil on dipstick",4,Blown head gasket,Replace head gasket,7430,13002
car,Hyundai,Tucson,2007,17,133310,petrol,automatic,1000,medium,"brake pedal soft, brake pedal vibration, suspension noise, squeaking brakes",4,Worn brake pads,Replace brake pads,1127,2066
car,Volkswagen,Caddy,2011,13,40971,hybrid,manual,1600,high,brake pedal soft,1,Worn brake pads,Replace brake pads,1214,2227
truck,Isuzu,NQR,2005,19,291729,hybrid,automatic,6000,medium,"coolant level dropping, coolant puddle under car, sweet smell from engine",3,Radiator pinhole leak,Fix coolant leak,1537,2818
car,Peugeot,206,2017,7,78694,petrol,manual,1200,medium,"brake pedal soft, squeaking brakes",2,Brake pad degradation,Replace brake pads,1007,1846
car,Peugeot,206,2014,10,45304,petrol,automatic,2000,medium,"engine slow to warm up, heater not working",2,Stuck thermostat,Replace thermostat,677,1204
car,Hyundai,Tucson,2012,12,176597,petrol,automatic,1000,critical,"engine overheating, milky oil on dipstick",2,Overheating damage to gasket,Replace head gasket,12345,21603
car,Mercedes,Vito,2010,14,92632,hybrid,automatic,1600,critical,"front end wandering, suspension noise, steering wheel vibration",3,Ball joint wear,Replace ball joint,2217,3880
car,Volkswagen,Polo,2018,6,58060,diesel,automatic,1600,medium,"heater not working, engine slow to warm up",2,Thermostat valve failure,Replace thermostat,667,1186
moto,Honda,CRF,2007,17,280953,diesel,manual,250,medium,AC not cooling,1,AC gas leak,Refill AC refrigerant,668,1225
moto,Honda,Forza,2005,19,171616,petrol,automatic,250,high,"steering wheel vibration, brake vibration at high speed, brake pedal vibration",3,Disc surface wear,Replace brake discs,3436,5727
car,Peugeot,206,2007,17,146557,hybrid,manual,2500,critical,"gear pops out, grinding noise when shifting",2,Gearbox synchronizer failure,Repair gearbox,11565,21479
car,Mercedes,Sprinter,2019,5,78037,hybrid,manual,1600,low,battery drains while driving,1,Alternator failure,Replace alternator,1412,2472
moto,Honda,PCX,2016,8,139625,hybrid,manual,125,critical,"brake vibration at high speed, grinding brake noise",2,Warped brake disc,Replace brake discs,3593,5989
truck,Mercedes,C-Class,2017,7,267705,diesel,automatic,3500,medium,"engine misfires, rough idle at startup, hard to start when cold, poor fuel consumption",4,Fouled spark plugs,Replace spark plugs,607,1215
car,Ford,Focus,2013,11,193855,diesel,automatic,1600,low,"suspension noise, uneven tire wear, excessive bouncing after bump, nose dive when braking",4,Shock absorber oil leak,Replace shock absorbers,1653,2856
car,Ford,Fiesta,2024,0,86915,hybrid,manual,2200,medium,"rough idle, white smoke from exhaust, milky oil on dipstick",3,Blown head gasket,Replace head gasket,6355,11122
moto,Honda,CB500,2020,4,136283,diesel,manual,250,critical,"gear pops out, grinding noise when shifting",2,Gearbox bearing wear,Repair gearbox,9738,18085
moto,Yamaha,XT660,2021,3,50509,petrol,manual,250,high,"transmission jerking, grinding noise when shifting",2,Gearbox synchronizer failure,Repair gearbox,7084,13156
car,Ford,Kuga,2020,4,51386,petrol,automatic,1000,medium,AC not cooling,1,AC gas leak,Refill AC refrigerant,449,824
car,Peugeot,Partner,2020,4,133185,diesel,automatic,1800,high,"loss of power, engine knocking noise, engine wont start suddenly",3,Timing belt tensioner failure,Replace timing belt,3017,5338
car,Hyundai,i30,2014,10,51695,diesel,manual,1000,high,visible radiator leak,1,Radiator corrosion,Replace radiator,2517,4260
truck,Isuzu,N-Series,2016,8,94173,diesel,automatic,6000,high,"AC weak airflow, AC blows warm air",2,Low refrigerant,Refill AC refrigerant,621,1140
moto,Honda,PCX,2023,1,114788,hybrid,automatic,400,medium,"engine wont start suddenly, engine knocking noise, ticking noise from engine top",3,Timing belt tensioner failure,Replace timing belt,1954,3457
moto,Honda,Forza,2021,3,281879,petrol,manual,250,low,"ticking noise from engine top, engine wont start suddenly",2,Timing belt tensioner failure,Replace timing belt,1909,3378
car,Peugeot,206,2012,12,188992,hybrid,automatic,2200,low,"suspension noise, uneven tire wear, nose dive when braking, excessive bouncing after bump",4,Shock absorber oil leak,Replace shock absorbers,1785,3084
car,Ford,Kuga,2015,9,314029,hybrid,manual,1200,medium,"transmission jerking, gear slipping, gear pops out",3,Gearbox synchronizer failure,Repair gearbox,8238,15300
car,Mercedes,Sprinter,2005,19,235965,hybrid,automatic,2200,medium,"car pulls to one side when braking, burning smell",2,Caliper hydraulic leak,Replace brake caliper,2095,3772
car,Ford,Fiesta,2019,5,13230,hybrid,manual,1200,medium,grinding noise when shifting,1,Gearbox bearing wear,Repair gearbox,5291,9827
bus,Isuzu,NPR,2018,6,208123,diesel,automatic,6000,critical,"steering wheel vibration, grinding brake noise, brake vibration at high speed",3,Disc surface wear,Replace brake discs,3791,6319
bus,Volvo,FH16,2012,12,224584,diesel,automatic,5000,medium,"front end wandering, clunking noise when turning, suspension noise",3,Ball joint socket failure,Replace ball joint,1517,2654
moto,Yamaha,XT660,2012,12,242233,hybrid,manual,125,low,alternator warning light,1,Alternator belt wear,Replace alternator,2000,3501
moto,Honda,Forza,2013,11,281265,petrol,manual,600,medium,"uneven brake wear, brake pedal vibration, burning smell",3,Caliper hydraulic leak,Replace brake caliper,2028,3651
moto,Honda,CB500,2022,2,283633,petrol,automatic,125,high,"oil burning smell, low oil level warning",2,Oil pan seal failure,Fix oil leak,2140,4013
car,Volkswagen,Caddy,2018,6,277625,petrol,manual,2500,low,"low oil level warning, oil burning smell, oil stain under car",3,Oil pan seal failure,Fix oil leak,1212,2272
moto,Yamaha,NMAX,2011,13,146738,diesel,manual,125,high,"poor fuel consumption, failed emissions test",2,O2 sensor contamination,Replace oxygen sensor,1447,2652
car,BMW,Serie 5,2010,14,190844,petrol,manual,1400,low,white smoke from exhaust,1,Overheating damage to gasket,Replace head gasket,5988,10479
car,Toyota,Land Cruiser,2022,2,54082,hybrid,manual,2500,low,"burning smell, uneven brake wear",2,Seized caliper,Replace brake caliper,1059,1907
moto,Honda,CRF,2006,18,233462,hybrid,automatic,400,high,"visible radiator leak, coolant overflow",2,Radiator corrosion,Replace radiator,3991,6755
car,Toyota,Corolla,2021,3,165450,hybrid,automatic,2500,high,"fuel smell in cabin, rough idle, engine hesitation on acceleration",3,Clogged fuel injector,Replace fuel injectors,2284,4340
moto,Yamaha,NMAX,2007,17,178377,hybrid,manual,400,low,coolant overflow,1,Radiator corrosion,Replace radiator,2109,3570
truck,Mercedes,C-Class,2022,2,299715,hybrid,manual,4000,high,"nose dive when braking, excessive bouncing after bump",2,Shock absorber oil leak,Replace shock absorbers,2913,5032
bus,Volvo,9700,2023,1,331731,hybrid,automatic,7000,high,"milky oil on dipstick, engine overheating",2,Blown head gasket,Replace head gasket,10525,18419
car,Mercedes,C-Class,2005,19,261211,petrol,automatic,2500,low,"front end wandering, clunking noise when turning",2,Ball joint socket failure,Replace ball joint,1336,2338
car,Toyota,Land Cruiser,2013,11,175460,diesel,automatic,1600,low,"low oil level warning, oil burning smell, oil stain under car, blue smoke from exhaust",4,Oil pan seal failure,Fix oil leak,1221,2289
bus,Mercedes,Sprinter,2015,9,183315,hybrid,automatic,5000,low,"brake pedal vibration, grinding brake noise, brake vibration at high speed",3,Warped brake disc,Replace brake discs,1661,2769
car,Renault,Megane,2024,0,86482,hybrid,manual,1600,critical,"white smoke from exhaust, milky oil on dipstick, rough idle, engine overheating",4,Blown head gasket,Replace head gasket,10370,18148
